18:51:11.589 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:10:51.667 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:10:51.667 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:10:51.782 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1683803451675_127.0.0.1_60414
19:10:51.782 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:10:51.782 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] Notify connected event to listeners.
19:10:51.782 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$473/0x0000000800e62c40
19:10:51.807 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9201"]
19:10:51.834 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-system 192.168.40.1:9201 register finished
19:10:52.323 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] Receive server push request, request = NotifySubscriberRequest, requestId = 21
19:10:52.327 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [32c5cacb-5150-432c-b32d-774475a6611b] Ack server push request, request = NotifySubscriberRequest, requestId = 21
19:10:53.403 [main] INFO  c.r.s.RuoYiSystemApplication - [logStarted,61] - Started RuoYiSystemApplication in 22.916 seconds (JVM running for 25.108)
19:10:53.412 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=ruoyi-system, group=DEFAULT_GROUP
19:10:53.412 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=ruoyi-system.yml, group=DEFAULT_GROUP
19:10:53.414 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=ruoyi-system-dev.yml, group=DEFAULT_GROUP
19:11:08.549 [http-nio-9201-exec-1] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
